[3545, 9746, 9751, 9760]
[5707, 9747, 9748, 9762]
[2129, 9747, 9751, 9758]
[4323, 9747, 9752, 9756]
[3209, 9746, 9748, 9768]
[5906, 9747, 9754, 9764]
[1070, 9747, 9751, 9760]
[3995, 9747, 9752, 9764]
[5488, 9746, 9748, 9768]
[4659, 9747, 9754, 9758]
[3330, 9747, 9748, 9758]
[4427, 9746, 9748, 9775]
[3837, 9747, 9752, 9764]
[2747, 9747, 9753, 9758]
[661, 9747, 9754, 9767]
[4954, 9746, 9754, 9770]
[1692, 9747, 9752, 9758]
[2616, 9747, 9752, 9755]
[1152, 9747, 9749, 9764]
[3884, 9747, 9748, 9761]
[3589, 9747, 9754, 9760]
[4092, 9747, 9754, 9766]
[2770, 9747, 9748, 9762]
[743, 9747, 9754, 9756]
[4178, 9746, 9754, 9766]
[2631, 9746, 9754, 9760]
[4715, 9747, 9752, 9755]
[5578, 9746, 9752, 9760]
[2054, 9747, 9752, 9770]
[1600, 9747, 9749, 9767]
[2163, 9746, 9748, 9767]
[2642, 9747, 9754, 9757]
[4473, 9747, 9751, 9775]
[5444, 9747, 9748, 9768]
[729, 9747, 9748, 9755]
[4807, 9747, 9748, 9768]
[3140, 9747, 9748, 9768]
[2169, 9747, 9754, 9755]
[1414, 9747, 9749, 9764]
[4513, 9746, 9752, 9766]
[2037, 9747, 9749, 9761]
[748, 9747, 9754, 9775]
[2684, 9747, 9751, 9760]
[3177, 9746, 9752, 9755]
[4156, 9747, 9754, 9758]
[1307, 9747, 9754, 9755]
[407, 9747, 9754, 9767]
[4353, 9746, 9752, 9755]
[3852, 9747, 9754, 9766]
[3155, 9747, 9751, 9769]
[2970, 9746, 9754, 9767]
[5565, 9746, 9754, 9755]
[4632, 9746, 9754, 9756]
[3084, 9747, 9752, 9767]
[3569, 9747, 9752, 9760]
[5746, 9747, 9753, 9766]
[4567, 9746, 9749, 9774]
[1861, 9747, 9748, 9755]
[4082, 9747, 9751, 9771]
[23, 9747, 9748, 9757]
[3552, 9746, 9748, 9768]
[376, 9747, 9754, 9767]
[1880, 9747, 9754, 9760]
[4341, 9747, 9748, 9768]
[1887, 9747, 9748, 9768]
[156, 9747, 9754, 9760]
[3767, 9747, 9754, 9755]
[1304, 9746, 9748, 9755]
[1028, 9747, 9748, 9755]
[5654, 9747, 9751, 9764]
[3776, 9747, 9754, 9757]
[1243, 9747, 9754, 9768]
[3601, 9746, 9748, 9768]
[2254, 9747, 9748, 9768]
[1464, 9746, 9751, 9757]
[979, 9746, 9748, 9768]
[577, 9746, 9753, 9774]
[189, 9746, 9753, 9766]
[4171, 9747, 9753, 9769]
[2149, 9747, 9752, 9760]
[5024, 9746, 9753, 9769]
[3022, 9746, 9751, 9773]
[1996, 9747, 9752, 9773]
[2511, 9747, 9748, 9768]
[1535, 9747, 9753, 9758]
[2047, 9747, 9749, 9767]
[2521, 9747, 9752, 9758]
[545, 9746, 9751, 9759]
[2528, 9747, 9751, 9770]
[3320, 9747, 9752, 9761]
[5398, 9747, 9752, 9767]
[2358, 9747, 9752, 9760]
[3404, 9747, 9753, 9760]
[2376, 9747, 9754, 9760]
[4660, 9747, 9751, 9766]
[3603, 9747, 9752, 9757]
[628, 9746, 9753, 9757]
[4739, 9747, 9752, 9761]
[3625, 9747, 9748, 9755]
[3456, 9747, 9748, 9762]
[2554, 9747, 9752, 9760]
[2050, 9747, 9751, 9760]
[5638, 9746, 9754, 9759]
[1139, 9746, 9753, 9769]
[3256, 9747, 9748, 9767]
[1195, 9746, 9752, 9759]
[5187, 9747, 9752, 9775]
[1643, 9747, 9754, 9767]
[3393, 9746, 9754, 9755]
[4901, 9746, 9753, 9766]
[5867, 9747, 9751, 9760]
[4295, 9747, 9750, 9765]
[2311, 9747, 9749, 9756]
[2089, 9747, 9748, 9768]
[311, 9747, 9748, 9768]
[3729, 9746, 9752, 9760]
[3300, 9747, 9752, 9766]
[39, 9747, 9748, 9759]
[5513, 9747, 9753, 9756]
[973, 9747, 9748, 9755]
[1328, 9746, 9753, 9766]
[5126, 9747, 9754, 9758]
[5293, 9747, 9752, 9758]
[2873, 9746, 9754, 9775]
[25, 9747, 9752, 9756]
[5573, 9747, 9748, 9765]
[2561, 9746, 9752, 9766]
[4227, 9746, 9748, 9768]
[3546, 9747, 9751, 9763]
[5852, 9747, 9751, 9767]
[1774, 9747, 9754, 9755]
[51, 9747, 9752, 9766]
[3454, 9747, 9748, 9758]
[428, 9747, 9748, 9768]
[4314, 9746, 9748, 9768]
[662, 9746, 9754, 9757]
[3900, 9746, 9752, 9775]
[2049, 9747, 9754, 9757]
[667, 9747, 9752, 9766]
[1329, 9747, 9754, 9758]
[4212, 9746, 9748, 9755]
[157, 9746, 9752, 9766]
[2242, 9747, 9754, 9757]
[5365, 9747, 9752, 9758]
[3190, 9746, 9752, 9756]
[867, 9746, 9754, 9760]
[5286, 9747, 9754, 9770]
[4919, 9747, 9754, 9773]
[2373, 9747, 9754, 9755]
[1228, 9746, 9752, 9760]
[5166, 9746, 9754, 9755]
[1326, 9747, 9754, 9773]
[2891, 9747, 9754, 9768]
[928, 9747, 9749, 9770]
[1103, 9747, 9748, 9760]
[4200, 9747, 9752, 9758]
[1097, 9747, 9748, 9755]
[1682, 9747, 9748, 9771]
[884, 9747, 9754, 9766]
[4401, 9747, 9752, 9758]
[3642, 9747, 9754, 9758]
[2954, 9746, 9752, 9773]
[2334, 9746, 9748, 9759]
[2150, 9747, 9748, 9755]
[1223, 9747, 9754, 9770]
[4367, 9747, 9748, 9768]
[5925, 9747, 9748, 9768]
[1023, 9747, 9753, 9766]
[4194, 9747, 9754, 9756]
[4871, 9747, 9748, 9758]
[5551, 9747, 9754, 9770]
[1915, 9747, 9748, 9767]
[1481, 9746, 9754, 9766]
[3629, 9746, 9749, 9766]
[3091, 9747, 9752, 9763]
[3531, 9747, 9754, 9770]
[284, 9747, 9754, 9755]
[2293, 9746, 9752, 9755]
[5732, 9747, 9749, 9775]
[1063, 9746, 9754, 9755]
[1571, 9746, 9754, 9759]
[264, 9747, 9748, 9759]
[5303, 9747, 9752, 9766]
[4482, 9746, 9749, 9759]
[793, 9747, 9753, 9758]
[4110, 9747, 9748, 9768]
[3355, 9747, 9754, 9758]
[944, 9747, 9754, 9767]
[1547, 9747, 9748, 9768]
[1330, 9747, 9752, 9767]
[32, 9746, 9748, 9768]
[3293, 9747, 9748, 9755]
[2352, 9746, 9748, 9765]
[1863, 9747, 9748, 9765]
[5297, 9747, 9749, 9764]
[5680, 9747, 9751, 9773]
[2720, 9746, 9749, 9759]
[2687, 9747, 9754, 9760]
[1434, 9747, 9748, 9768]
[4022, 9747, 9752, 9758]
[1593, 9747, 9748, 9770]
[4246, 9747, 9752, 9775]
[541, 9747, 9753, 9766]
[1309, 9747, 9752, 9766]
[1175, 9747, 9754, 9766]
[5554, 9747, 9754, 9759]
[3283, 9747, 9753, 9755]
[1200, 9747, 9749, 9767]
[3553, 9746, 9751, 9755]
[267, 9746, 9749, 9770]
[183, 9747, 9754, 9758]
[2157, 9747, 9754, 9760]
[250, 9747, 9749, 9766]
[1606, 9747, 9753, 9769]
[871, 9747, 9751, 9758]
[282, 9747, 9748, 9768]
[2547, 9747, 9754, 9756]
[946, 9746, 9752, 9757]
[491, 9747, 9752, 9755]
[5511, 9747, 9748, 9768]
[3839, 9747, 9751, 9764]
[4712, 9746, 9748, 9768]
[390, 9747, 9749, 9761]
[2153, 9747, 9751, 9760]
[2280, 9747, 9748, 9764]
[3484, 9747, 9754, 9760]
[3235, 9746, 9748, 9768]
[4706, 9747, 9748, 9762]
[5250, 9747, 9754, 9771]
[3502, 9746, 9752, 9759]
[2366, 9746, 9750, 9765]
[4765, 9747, 9752, 9773]
[1811, 9746, 9750, 9765]
[26, 9747, 9752, 9760]
[1736, 9747, 9752, 9755]
[2056, 9746, 9748, 9768]
[1025, 9747, 9754, 9758]
[3641, 9746, 9754, 9757]
[5129, 9747, 9752, 9755]
[2250, 9747, 9752, 9775]
[307, 9747, 9751, 9764]
[3720, 9747, 9754, 9767]
[3512, 9746, 9748, 9768]
[5289, 9747, 9749, 9760]
[1660, 9747, 9754, 9775]
[4854, 9747, 9748, 9767]
[1683, 9746, 9750, 9765]
[3288, 9747, 9753, 9760]
[5411, 9747, 9753, 9755]
[5130, 9746, 9752, 9758]
[2072, 9747, 9754, 9767]
[3295, 9747, 9748, 9768]
[4797, 9747, 9750, 9765]
[1488, 9747, 9748, 9768]
[4376, 9747, 9754, 9767]
[3537, 9747, 9751, 9760]
[1366, 9746, 9752, 9755]
[4895, 9747, 9748, 9765]
[4900, 9747, 9748, 9768]
[4159, 9746, 9754, 9758]
[2766, 9747, 9752, 9758]
[975, 9746, 9754, 9766]
[5546, 9746, 9748, 9757]
[2713, 9747, 9754, 9757]
[4654, 9747, 9752, 9773]
[479, 9747, 9752, 9770]
[4893, 9747, 9754, 9757]
[5857, 9747, 9752, 9758]
[2565, 9747, 9754, 9764]
[4587, 9746, 9754, 9755]
[1064, 9747, 9754, 9767]
[5156, 9747, 9754, 9757]
[540, 9747, 9748, 9767]
[3141, 9746, 9749, 9768]
[4525, 9747, 9752, 9755]
[5087, 9747, 9754, 9755]
[4817, 9747, 9754, 9757]
[4350, 9747, 9754, 9766]
[5864, 9746, 9753, 9775]
[4165, 9746, 9754, 9775]
[1259, 9746, 9752, 9767]
[5552, 9746, 9752, 9775]
[702, 9746, 9752, 9756]
[5240, 9747, 9753, 9760]
[2222, 9747, 9754, 9767]
[5950, 9747, 9751, 9760]
[3152, 9747, 9748, 9755]
[3687, 9747, 9752, 9773]
[4568, 9747, 9749, 9758]
[2663, 9746, 9754, 9757]
[678, 9746, 9748, 9758]
[2567, 9747, 9752, 9767]
[3474, 9747, 9754, 9757]
[148, 9746, 9748, 9775]
[1317, 9747, 9754, 9760]
[514, 9747, 9754, 9767]
[5016, 9747, 9754, 9763]
[5985, 9747, 9752, 9773]
[1225, 9747, 9754, 9756]
[5267, 9747, 9749, 9775]
[1883, 9747, 9753, 9764]
[11, 9747, 9754, 9757]
[2220, 9747, 9748, 9766]
[2812, 9746, 9748, 9768]
[3303, 9747, 9748, 9768]
[5926, 9747, 9754, 9771]
[4935, 9747, 9752, 9767]
[5755, 9747, 9752, 9758]
[2051, 9746, 9754, 9755]
[1502, 9747, 9752, 9767]
[1222, 9746, 9752, 9764]
[89, 9747, 9754, 9773]
[5630, 9747, 9749, 9772]
[2351, 9747, 9752, 9756]
[2139, 9747, 9751, 9761]
[4585, 9747, 9754, 9757]
[5988, 9747, 9754, 9767]
[5929, 9747, 9748, 9768]
[5458, 9746, 9754, 9774]
[2188, 9747, 9753, 9766]
[450, 9747, 9752, 9756]
[846, 9746, 9754, 9760]
[3497, 9747, 9749, 9763]
[3871, 9746, 9748, 9775]
[5762, 9747, 9752, 9756]
[3807, 9747, 9754, 9768]
[1570, 9747, 9749, 9766]
[1702, 9747, 9754, 9764]
[2602, 9747, 9754, 9758]
[2245, 9747, 9752, 9756]
[2322, 9746, 9751, 9758]
[1496, 9746, 9748, 9768]
[4929, 9747, 9754, 9768]
[1501, 9747, 9751, 9771]
[2724, 9747, 9748, 9768]
[535, 9746, 9752, 9757]
[2815, 9747, 9754, 9762]
[3911, 9747, 9754, 9767]
[4832, 9746, 9749, 9763]
[3674, 9747, 9752, 9755]
[2181, 9747, 9748, 9758]
[1904, 9747, 9754, 9771]
[1151, 9747, 9750, 9765]
[1967, 9747, 9751, 9775]
[2694, 9747, 9748, 9768]
[3868, 9746, 9754, 9755]
[4971, 9746, 9754, 9755]
[5324, 9747, 9748, 9766]
[2234, 9747, 9752, 9775]
[3059, 9747, 9754, 9756]
[1341, 9746, 9754, 9770]
[1686, 9747, 9748, 9757]
[1009, 9746, 9752, 9773]
[1722, 9747, 9754, 9755]
[5131, 9747, 9748, 9755]
[4633, 9746, 9751, 9766]
[2989, 9746, 9753, 9769]
[2013, 9747, 9754, 9760]
[3410, 9746, 9754, 9766]
[3702, 9747, 9752, 9767]
[3821, 9747, 9752, 9760]
[3307, 9747, 9751, 9773]
[2116, 9747, 9752, 9758]
[236, 9746, 9748, 9756]
[1158, 9746, 9753, 9773]
[1377, 9746, 9754, 9773]
[3666, 9747, 9749, 9758]
[4297, 9746, 9748, 9768]
[3826, 9746, 9750, 9765]
[787, 9747, 9754, 9755]
[1503, 9747, 9748, 9768]
[4574, 9747, 9754, 9760]
[4595, 9747, 9754, 9768]
[5421, 9747, 9752, 9755]
[4940, 9747, 9751, 9760]
[5533, 9747, 9752, 9756]
[4917, 9747, 9752, 9766]
[4138, 9747, 9751, 9758]
[1301, 9747, 9754, 9760]
[1917, 9746, 9754, 9760]
[5295, 9747, 9754, 9755]
[3539, 9746, 9748, 9766]
[3475, 9747, 9748, 9755]
[4519, 9747, 9748, 9768]
[2719, 9747, 9754, 9755]
[1404, 9747, 9754, 9758]
[2308, 9747, 9754, 9766]
[2877, 9746, 9752, 9767]
[4672, 9747, 9748, 9768]
[550, 9747, 9751, 9757]
[3122, 9746, 9752, 9755]
[1236, 9746, 9750, 9765]
[3888, 9746, 9752, 9775]
[5684, 9747, 9752, 9758]
[5664, 9747, 9749, 9758]
[211, 9747, 9754, 9758]
[1394, 9746, 9750, 9765]
[2265, 9747, 9753, 9758]
[4673, 9747, 9748, 9756]
[4283, 9747, 9752, 9767]
[3691, 9747, 9754, 9773]
[2587, 9747, 9749, 9758]
[3323, 9747, 9748, 9768]
[2754, 9746, 9752, 9755]
[2758, 9746, 9752, 9766]
[2418, 9747, 9754, 9757]
[279, 9747, 9754, 9756]
[5875, 9747, 9752, 9756]
[2434, 9747, 9752, 9760]
[5710, 9747, 9752, 9767]
[4527, 9746, 9754, 9767]
[1741, 9747, 9754, 9768]
[5773, 9747, 9754, 9758]
[3395, 9747, 9752, 9760]
[2456, 9747, 9748, 9756]
[405, 9747, 9753, 9769]
[4089, 9747, 9751, 9760]
[4720, 9746, 9754, 9757]
[4477, 9746, 9749, 9764]
[77, 9746, 9751, 9769]
[4276, 9746, 9754, 9755]
[1865, 9746, 9754, 9755]
[3367, 9747, 9749, 9764]
[2368, 9747, 9749, 9766]
[1167, 9747, 9748, 9768]
[5713, 9746, 9754, 9760]
[3937, 9747, 9752, 9761]
[2693, 9747, 9748, 9757]
[2187, 9746, 9748, 9755]
[429, 9747, 9754, 9761]
[515, 9746, 9754, 9759]
[2791, 9747, 9754, 9758]
[5803, 9747, 9754, 9767]
[1408, 9747, 9748, 9768]
[647, 9747, 9752, 9760]
[117, 9747, 9754, 9756]
[1628, 9747, 9754, 9758]
[3032, 9747, 9754, 9756]
[2262, 9747, 9748, 9764]
[5752, 9747, 9751, 9757]
[1461, 9747, 9754, 9755]
[3670, 9747, 9752, 9764]
[4738, 9747, 9754, 9767]
[4618, 9747, 9752, 9760]
[1952, 9747, 9754, 9768]
[5401, 9747, 9754, 9768]
[1138, 9747, 9754, 9768]
[2023, 9747, 9754, 9768]
[2931, 9747, 9748, 9768]
[1768, 9746, 9754, 9760]
[1857, 9747, 9753, 9769]
[1008, 9746, 9751, 9755]
[5649, 9747, 9754, 9767]
[2061, 9747, 9752, 9770]
[4215, 9746, 9754, 9755]
[2077, 9747, 9752, 9767]
[3754, 9747, 9748, 9768]
[804, 9746, 9748, 9766]
[623, 9747, 9754, 9767]
[5741, 9746, 9751, 9773]
[4271, 9747, 9748, 9768]
[119, 9747, 9748, 9755]
[1045, 9747, 9751, 9758]
[1015, 9746, 9748, 9768]
[163, 9747, 9752, 9760]
[4483, 9746, 9753, 9766]
[3465, 9746, 9752, 9772]
[4447, 9747, 9754, 9768]
[2430, 9747, 9752, 9756]
[2017, 9747, 9752, 9760]
[3963, 9747, 9754, 9755]
[1991, 9747, 9748, 9755]
[525, 9747, 9754, 9756]
[931, 9747, 9754, 9761]
[4370, 9747, 9754, 9755]
[2375, 9747, 9752, 9760]
[1813, 9747, 9748, 9768]
[3853, 9747, 9748, 9755]
[5801, 9747, 9748, 9768]
[3423, 9747, 9754, 9770]
[5317, 9747, 9748, 9757]
[5409, 9747, 9750, 9755]
[500, 9747, 9748, 9755]
[2010, 9746, 9752, 9774]
[5113, 9747, 9754, 9767]
[1184, 9747, 9754, 9767]
[582, 9747, 9751, 9769]
[2594, 9747, 9753, 9770]
[1427, 9746, 9754, 9774]
[4564, 9747, 9752, 9770]
[1069, 9747, 9754, 9773]
[335, 9747, 9752, 9767]
[1814, 9747, 9754, 9755]
[561, 9747, 9749, 9759]
[2830, 9747, 9754, 9760]
[2363, 9747, 9752, 9764]
[2938, 9747, 9754, 9760]
[3376, 9747, 9754, 9775]
[3391, 9747, 9748, 9767]
[46, 9747, 9750, 9762]
[3250, 9747, 9748, 9758]
[1748, 9747, 9752, 9767]
[249, 9747, 9754, 9775]
[2870, 9747, 9754, 9771]
[289, 9747, 9748, 9755]
[866, 9746, 9750, 9757]
[2227, 9747, 9754, 9758]
[2259, 9747, 9750, 9765]
[5602, 9746, 9748, 9762]
[4516, 9747, 9748, 9768]
[4620, 9747, 9754, 9755]
[4000, 9747, 9752, 9761]
[5300, 9746, 9752, 9774]
[3784, 9746, 9754, 9758]
[4426, 9746, 9754, 9759]
[2734, 9747, 9750, 9765]
[3859, 9747, 9752, 9760]
[3659, 9746, 9752, 9755]
[819, 9747, 9752, 9755]
[1407, 9747, 9754, 9767]
[4359, 9747, 9752, 9760]
[1661, 9746, 9753, 9759]
[742, 9747, 9753, 9763]
[4842, 9747, 9748, 9760]
[4627, 9747, 9750, 9765]
[739, 9747, 9748, 9765]
[3067, 9747, 9748, 9756]
[432, 9747, 9754, 9758]
[5309, 9746, 9754, 9760]
[3277, 9747, 9754, 9767]
[3243, 9747, 9754, 9767]
[2928, 9747, 9749, 9758]
[1801, 9747, 9748, 9768]
[2457, 9746, 9751, 9766]
[4033, 9747, 9748, 9767]
[4432, 9747, 9754, 9773]
[3893, 9747, 9748, 9768]
[5007, 9747, 9750, 9758]
[5142, 9746, 9754, 9759]
[1107, 9747, 9748, 9762]
[1530, 9747, 9748, 9758]
[1514, 9747, 9754, 9755]
[1426, 9747, 9754, 9758]
[4080, 9747, 9748, 9768]
[240, 9747, 9753, 9766]
[5973, 9747, 9754, 9768]
[2470, 9747, 9748, 9755]
[2489, 9747, 9748, 9762]
[4011, 9747, 9754, 9755]
[173, 9747, 9748, 9768]
[4760, 9747, 9754, 9755]
[3285, 9747, 9748, 9766]
[3940, 9747, 9754, 9758]
[1193, 9747, 9752, 9760]
[2039, 9747, 9754, 9758]
[4403, 9746, 9752, 9775]
[2079, 9747, 9751, 9756]
[5157, 9746, 9752, 9775]
[1372, 9747, 9751, 9773]
[5997, 9746, 9751, 9760]
[385, 9746, 9754, 9756]
[879, 9746, 9754, 9771]
[4316, 9746, 9752, 9767]
[2069, 9746, 9754, 9756]
[438, 9747, 9754, 9764]
[353, 9747, 9748, 9768]
[1508, 9747, 9754, 9756]
[19, 9747, 9752, 9767]
[5616, 9747, 9752, 9755]
[4831, 9747, 9748, 9768]
[1756, 9747, 9754, 9760]
[252, 9747, 9754, 9758]
[3579, 9747, 9754, 9767]
[5039, 9747, 9751, 9755]
[2251, 9747, 9754, 9773]
[4781, 9747, 9748, 9768]
[4727, 9746, 9748, 9768]
[567, 9747, 9754, 9768]
[1687, 9747, 9749, 9755]
[7, 9747, 9748, 9768]
[4222, 9747, 9748, 9768]
[448, 9747, 9752, 9760]
[3261, 9747, 9752, 9760]
[3717, 9747, 9748, 9757]
[5196, 9746, 9754, 9766]
[4019, 9747, 9754, 9755]
[690, 9747, 9752, 9767]
[3306, 9747, 9753, 9766]
[1066, 9746, 9752, 9766]
[298, 9747, 9749, 9757]
[1430, 9747, 9748, 9768]
[5327, 9747, 9750, 9762]
[3445, 9747, 9752, 9760]
[57, 9746, 9749, 9755]
